path,set,subclass,projection,study_uid,primary_label,admitted,admission_reason_code,modality_score
ml\outputs\calibration\sets\lateral\1815_IM-0527-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1815.0,Other Abnormality,True,,0.9999659766442374
ml\outputs\calibration\sets\lateral\2733_IM-1189-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2733.0,Lung Opacity,True,,0.9996984448984912
ml\outputs\calibration\sets\lateral\3008_IM-1389-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3008.0,Normal,True,,0.9999758384171112
ml\outputs\calibration\sets\lateral\1736_IM-0484-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1736.0,Other Abnormality,True,,0.9998512479697607
ml\outputs\calibration\sets\lateral\2223_IM-0827-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2223.0,Normal,True,,0.9993522363891522
ml\outputs\calibration\sets\lateral\3934_IM-2005-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3934.0,Fibrosis/Interstitial,True,,0.9999087121128519
ml\outputs\calibration\sets\lateral\3866_IM-1959-0001-0002.dcm.png,positive,chest_radiograph_lateral,Lateral,3866.0,Pneumonia,True,,0.993066719817159
ml\outputs\calibration\sets\lateral\3831_IM-1934-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3831.0,Normal,True,,0.9999777135398287
ml\outputs\calibration\sets\lateral\2329_IM-0898-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2329.0,Normal,True,,0.999546747198231
ml\outputs\calibration\sets\lateral\538_IM-2144-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,538.0,Normal,True,,0.9797689513843298
ml\outputs\calibration\sets\lateral\2444_IM-0980-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2444.0,Other Abnormality,True,,0.9999772690660098
ml\outputs\calibration\sets\lateral\3386_IM-1633-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3386.0,Normal,True,,0.9999894237604012
ml\outputs\calibration\sets\lateral\911_IM-2417-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,911.0,Normal,True,,0.99304064401927
ml\outputs\calibration\sets\lateral\3404_IM-1647-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3404.0,Other Abnormality,True,,0.9993593077123618
ml\outputs\calibration\sets\lateral\3013_IM-1391-0001-0002.dcm.png,positive,chest_radiograph_lateral,Lateral,3013.0,Cardiomegaly,True,,0.9999156529333811
ml\outputs\calibration\sets\lateral\3345_IM-1603-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3345.0,Normal,True,,0.9998747550261312
ml\outputs\calibration\sets\lateral\3188_IM-1504-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3188.0,Support Devices,True,,0.9997572437252465
ml\outputs\calibration\sets\lateral\2650_IM-1135-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2650.0,Cardiomegaly,True,,0.9753054426108525
ml\outputs\calibration\sets\lateral\1971_IM-0633-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1971.0,Normal,True,,0.9955191089339526
ml\outputs\calibration\sets\lateral\1882_IM-0571-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,1882.0,Normal,True,,0.9999602392325869
ml\outputs\calibration\sets\lateral\3534_IM-1727-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3534.0,Other Abnormality,True,,0.999776575493704
ml\outputs\calibration\sets\lateral\3155_IM-1486-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3155.0,Cardiomegaly,True,,0.9996884391417028
ml\outputs\calibration\sets\lateral\3448_IM-1671-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3448.0,Calcinosis/Atherosclerosis,True,,0.9999851423113432
ml\outputs\calibration\sets\lateral\2749_IM-1199-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2749.0,Other Abnormality,True,,0.9999351129625195
ml\outputs\calibration\sets\lateral\2073_IM-0707-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,2073.0,Other Abnormality,True,,0.9905264134815727
ml\outputs\calibration\sets\lateral\2255_IM-0847-4001.dcm.png,positive,chest_radiograph_lateral,Lateral,2255.0,Calcinosis/Atherosclerosis,True,,0.999921387345266
ml\outputs\calibration\sets\lateral\2096_IM-0726-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2096.0,Normal,True,,0.999137391745636
ml\outputs\calibration\sets\lateral\2652_IM-1136-3003.dcm.png,positive,chest_radiograph_lateral,Lateral,2652.0,Calcinosis/Atherosclerosis,True,,0.9999005842799705
ml\outputs\calibration\sets\lateral\1639_IM-0418-5001.dcm.png,positive,chest_radiograph_lateral,Lateral,1639.0,Other Abnormality,True,,0.9954682658948988
ml\outputs\calibration\sets\lateral\2923_IM-1326-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,2923.0,Normal,True,,0.9999620256938588
ml\outputs\calibration\sets\lateral\2486_IM-1014-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2486.0,Other Abnormality,True,,0.9998957029773646
ml\outputs\calibration\sets\lateral\1051_IM-0039-6001.dcm.png,positive,chest_radiograph_lateral,Lateral,1051.0,Normal,True,,0.9999120813596436
ml\outputs\calibration\sets\lateral\3680_IM-1832-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3680.0,Atelectasis,True,,0.9999361210727061
ml\outputs\calibration\sets\lateral\3541_IM-1733-0001-0001.dcm.png,positive,chest_radiograph_lateral,Lateral,3541.0,Atelectasis,True,,0.9968849389387916
ml\outputs\calibration\sets\lateral\2961_IM-1355-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2961.0,Pneumonia,True,,0.984542715897025
ml\outputs\calibration\sets\lateral\2781_IM-1219-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2781.0,Normal,True,,0.9990572102432883
ml\outputs\calibration\sets\lateral\3502_IM-1707-1003.dcm.png,positive,chest_radiograph_lateral,Lateral,3502.0,Edema/Congestion,True,,0.9648669938266796
ml\outputs\calibration\sets\lateral\3736_IM-1866-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3736.0,Other Abnormality,True,,0.9997633714527427
ml\outputs\calibration\sets\lateral\2247_IM-0844-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2247.0,Normal,True,,0.9999284907132787
ml\outputs\calibration\sets\lateral\2150_IM-0770-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2150.0,Nodule/Mass,True,,0.9998149763726047
ml\outputs\calibration\sets\lateral\1946_IM-0615-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1946.0,Support Devices,True,,0.9997949980498849
ml\outputs\calibration\sets\lateral\2100_IM-0731-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2100.0,Calcinosis/Atherosclerosis,True,,0.9963860916726535
ml\outputs\calibration\sets\lateral\3605_IM-1781-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,3605.0,Normal,True,,0.9999662612153492
ml\outputs\calibration\sets\lateral\3418_IM-1653-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3418.0,Other Abnormality,True,,0.9977819061931906
ml\outputs\calibration\sets\lateral\1316_IM-0205-1003.dcm.png,positive,chest_radiograph_lateral,Lateral,1316.0,Normal,True,,0.9857567295667317
ml\outputs\calibration\sets\lateral\2313_IM-0888-1004003.dcm.png,positive,chest_radiograph_lateral,Lateral,2313.0,Normal,True,,0.9999686571840426
ml\outputs\calibration\sets\lateral\3525_IM-1722-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,3525.0,Support Devices,True,,0.825258899420713
ml\outputs\calibration\sets\lateral\3672_IM-1828-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3672.0,Edema/Congestion,True,,0.996712001142124
ml\outputs\calibration\sets\lateral\3508_IM-1710-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3508.0,Pleural Effusion,True,,0.9944982984330268
ml\outputs\calibration\sets\lateral\2902_IM-1306-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,2902.0,Normal,True,,0.9999336394725689
ml\outputs\calibration\sets\lateral\310_IM-1451-0001-0002.dcm.png,positive,chest_radiograph_lateral,Lateral,310.0,Normal,True,,0.9997346175781905
ml\outputs\calibration\sets\lateral\1520_IM-0336-1003002.dcm.png,positive,chest_radiograph_lateral,Lateral,1520.0,Normal,True,,0.9999824780690408
ml\outputs\calibration\sets\lateral\1902_IM-0586-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1902.0,Normal,True,,0.999206238191534
ml\outputs\calibration\sets\lateral\2181_IM-0793-1001-0002.dcm.png,positive,chest_radiograph_lateral,Lateral,2181.0,Cardiomegaly,True,,0.44149227474811714
ml\outputs\calibration\sets\lateral\3148_IM-1480-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3148.0,Pleural Effusion,True,,0.9994779889966844
ml\outputs\calibration\sets\lateral\3192_IM-1505-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3192.0,Hernia/Diaphragm,True,,0.9952592745961355
ml\outputs\calibration\sets\lateral\2287_IM-0872-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2287.0,Cardiomegaly,True,,0.9944545057403786
ml\outputs\calibration\sets\lateral\2963_IM-1356-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2963.0,Normal,True,,0.9998810249603304
ml\outputs\calibration\sets\lateral\2752_IM-1202-0001-0002.dcm.png,positive,chest_radiograph_lateral,Lateral,2752.0,Edema/Congestion,True,,0.7474377211755021
ml\outputs\calibration\sets\lateral\609_IM-2197-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,609.0,Normal,True,,0.9999608992055287
ml\outputs\calibration\sets\lateral\2384_IM-0942-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,2384.0,Hernia/Diaphragm,True,,0.9999541508440914
ml\outputs\calibration\sets\lateral\3661_IM-1821-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3661.0,Normal,True,,0.9999042197935751
ml\outputs\calibration\sets\lateral\1920_IM-0598-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1920.0,Normal,True,,0.9998896942516088
ml\outputs\calibration\sets\lateral\3237_IM-1534-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,3237.0,Cardiomegaly,True,,0.9987095418489096
ml\outputs\calibration\sets\lateral\3216_IM-1520-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,3216.0,Normal,True,,0.999766916207744
ml\outputs\calibration\sets\lateral\1778_IM-0509-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1778.0,Normal,True,,0.9991038349990053
ml\outputs\calibration\sets\lateral\1844_IM-0547-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,1844.0,Other Abnormality,True,,0.9997310661028366
ml\outputs\calibration\sets\lateral\2645_IM-1131-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,2645.0,Support Devices,True,,0.9641031833457895
ml\outputs\calibration\sets\lateral\2966_IM-1359-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2966.0,Degenerative/Bone,True,,0.9997515490872076
ml\outputs\calibration\sets\lateral\3873_IM-1965-3001.dcm.png,positive,chest_radiograph_lateral,Lateral,3873.0,Lung Opacity,True,,0.9981283819098091
ml\outputs\calibration\sets\lateral\2928_IM-1330-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,2928.0,Hernia/Diaphragm,True,,0.08226026300092834
ml\outputs\calibration\sets\lateral\3840_IM-1941-1001.dcm.png,positive,chest_radiograph_lateral,Lateral,3840.0,Edema/Congestion,True,,0.9340509541730189
ml\outputs\calibration\sets\lateral\1911_IM-0593-1002.dcm.png,positive,chest_radiograph_lateral,Lateral,1911.0,Normal,True,,0.9999191741671442
ml\outputs\calibration\sets\lateral\2892_IM-1295-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2892.0,Granuloma,True,,0.9960670443833514
ml\outputs\calibration\sets\lateral\2467_IM-0997-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,2467.0,Lung Opacity,True,,0.9998217776962751
ml\outputs\calibration\sets\lateral\708_IM-2271-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,708.0,Normal,True,,0.9998310928322156
ml\outputs\calibration\sets\lateral\921_IM-2423-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,921.0,Normal,True,,0.9998798804998656
ml\outputs\calibration\sets\lateral\336_IM-1613-2001.dcm.png,positive,chest_radiograph_lateral,Lateral,336.0,Normal,True,,0.9997269318358378
ml\outputs\calibration\sets\natural_photograph\astronaut.png,negative,natural_photograph,,,,True,,9.355579802164905e-10
ml\outputs\calibration\sets\natural_photograph\cat.png,negative,natural_photograph,,,,True,,2.85520287503788e-06
ml\outputs\calibration\sets\natural_photograph\chelsea.png,negative,natural_photograph,,,,True,,2.85520287503788e-06
ml\outputs\calibration\sets\natural_photograph\coffee.png,negative,natural_photograph,,,,True,,6.862869308333537e-08
ml\outputs\calibration\sets\natural_photograph\rocket.png,negative,natural_photograph,,,,True,,0.008610988584268987
ml\outputs\calibration\sets\natural_photograph\camera.png,negative,natural_photograph,,,,True,,1.498999185805361e-05
ml\outputs\calibration\sets\natural_photograph\coins.png,negative,natural_photograph,,,,True,,2.182626119291598e-06
ml\outputs\calibration\sets\natural_photograph\horse.png,negative,natural_photograph,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\natural_photograph\moon.png,negative,natural_photograph,,,,True,,0.0019851506543871245
ml\outputs\calibration\sets\natural_photograph\clock.png,negative,natural_photograph,,,,True,,2.0852414151952115e-07
ml\outputs\calibration\sets\natural_photograph\grass.png,negative,natural_photograph,,,,True,,0.000778337909507394
ml\outputs\calibration\sets\natural_photograph\gravel.png,negative,natural_photograph,,,,True,,5.869875907291619e-06
ml\outputs\calibration\sets\natural_photograph\brick.png,negative,natural_photograph,,,,True,,2.492281432757794e-05
ml\outputs\calibration\sets\natural_photograph\colorwheel.png,negative,natural_photograph,,,,True,,6.239439591707158e-06
ml\outputs\calibration\sets\natural_photograph\hubble_deep_field.png,negative,natural_photograph,,,,True,,0.000740037290141204
ml\outputs\calibration\sets\natural_photograph\immunohistochemistry.png,negative,natural_photograph,,,,True,,0.03317329421144845
ml\outputs\calibration\sets\other_medical_imaging\retina.png,negative,other_medical_imaging,,,,True,,0.03482075253535621
ml\outputs\calibration\sets\other_medical_imaging\shepp_logan_phantom.png,negative,other_medical_imaging,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\page.png,negative,scanned_document,,,,False,DIMENSIONS_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\text.png,negative,scanned_document,,,,False,DIMENSIONS_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\logo.png,negative,scanned_document,,,,True,,3.316787295473822e-08
ml\outputs\calibration\sets\other_radiograph\105_jpg.rf.3cde2fcd15a9bdf6a2d2d32aff48f33d.png,negative,other_radiograph_modality,,,,True,,0.9230443614149079
ml\outputs\calibration\sets\other_radiograph\10_jpg.rf.d362a00f9a6b4ac31668dc8aae9c71de.png,negative,other_radiograph_modality,,,,True,,0.8950387666789728
ml\outputs\calibration\sets\other_radiograph\117_jpg.rf.119dccd2483b04d8d3a8c33a1393d362.png,negative,other_radiograph_modality,,,,True,,0.9781662653662363
ml\outputs\calibration\sets\other_radiograph\118_jpg.rf.acee2a86eba65adc57f3b15d5acab93c.png,negative,other_radiograph_modality,,,,False,DIMENSIONS_TOO_SMALL,
ml\outputs\calibration\sets\other_radiograph\11_jpg.rf.8e1c22ba2779121f3ba0a8ae03a20407.png,negative,other_radiograph_modality,,,,True,,0.993243393612765
ml\outputs\calibration\sets\other_radiograph\124_jpg.rf.100aeaede7a9c017d7f74f73cfcf34d7.png,negative,other_radiograph_modality,,,,True,,0.681045630127426
ml\outputs\calibration\sets\other_radiograph\124_jpg.rf.dab4a5f6292af8332da8f9bad9751ba6.png,negative,other_radiograph_modality,,,,True,,0.8861711347599789
ml\outputs\calibration\sets\other_radiograph\12_jpg.rf.3e4b2f52016c100e9f869397933ef2d3.png,negative,other_radiograph_modality,,,,True,,0.9796644365212956
ml\outputs\calibration\sets\other_radiograph\131_jpg.rf.1a70e4c9e91ea953aa55988ab20fa95a.png,negative,other_radiograph_modality,,,,False,DIMENSIONS_TOO_SMALL,
ml\outputs\calibration\sets\other_radiograph\135_jpg.rf.a8cbe93a3de035a4927b20c42604ae4c.png,negative,other_radiograph_modality,,,,True,,0.9098150613281015
ml\outputs\calibration\sets\other_radiograph\145_jpg.rf.5a3d6fbf3dcb9d88626ba82182f29254.png,negative,other_radiograph_modality,,,,False,DIMENSIONS_TOO_SMALL,
ml\outputs\calibration\sets\other_radiograph\164_jpg.rf.9a5230f67ddc2426d52597a70c6984f9.png,negative,other_radiograph_modality,,,,True,,0.9341194316594378
ml\outputs\calibration\sets\other_radiograph\165_jpg.rf.e831420b761a317ab9fb725e12781bd8.png,negative,other_radiograph_modality,,,,True,,0.7712816699932122
ml\outputs\calibration\sets\other_radiograph\16_jpg.rf.0ef960d157f3f332421d9d5a8248a00f.png,negative,other_radiograph_modality,,,,True,,0.48297473418547887
ml\outputs\calibration\sets\other_radiograph\173_jpg.rf.7bcde8912d29eb7f5409d79c922924cd.png,negative,other_radiograph_modality,,,,True,,0.995490322805003
ml\outputs\calibration\sets\other_radiograph\186_jpg.rf.3d96cc9db76cb67ec0bab598d4208152.png,negative,other_radiograph_modality,,,,True,,0.9960591202614031
ml\outputs\calibration\sets\other_radiograph\194_jpg.rf.b8e95cf106dfe177aa13ff892562c641.png,negative,other_radiograph_modality,,,,True,,0.9721873812251182
ml\outputs\calibration\sets\other_radiograph\201_jpg.rf.6c78e7e06349770df39f8f8a01a06908.png,negative,other_radiograph_modality,,,,True,,0.5950732615787983
ml\outputs\calibration\sets\other_radiograph\202_jpg.rf.896abd97885d07442a74be88a00c73e2.png,negative,other_radiograph_modality,,,,True,,0.9319904751739314
ml\outputs\calibration\sets\other_radiograph\204_jpg.rf.3c47ac3c43fab1b4d62a19ceed8c8231.png,negative,other_radiograph_modality,,,,True,,0.9972216322463926
ml\outputs\calibration\sets\other_radiograph\205_jpg.rf.b30bdf73b6009d15a54011fd1acab0d0.png,negative,other_radiograph_modality,,,,True,,0.8880502986092946
ml\outputs\calibration\sets\other_radiograph\206_jpg.rf.3854aa9bcfdf9e6321ef94c5584f51ab.png,negative,other_radiograph_modality,,,,True,,0.6066986100121824
ml\outputs\calibration\sets\other_radiograph\208_jpg.rf.11baac82fd392341802eabf670ade349.png,negative,other_radiograph_modality,,,,True,,0.9960100324326795
ml\outputs\calibration\sets\other_radiograph\212_jpg.rf.24251e3e1177eae5ca265eac655a799f.png,negative,other_radiograph_modality,,,,True,,0.9947394877458736
ml\outputs\calibration\sets\other_radiograph\239_jpg.rf.a3c439a0dc2f4c4e5db8b3a4c4a2180c.png,negative,other_radiograph_modality,,,,True,,0.08498745304182517
ml\outputs\calibration\sets\natural_photograph\photo_1000.png,negative,natural_photograph,,,,True,,0.00028480867500806767
ml\outputs\calibration\sets\natural_photograph\photo_1001.png,negative,natural_photograph,,,,True,,5.4850449043909085e-06
ml\outputs\calibration\sets\natural_photograph\photo_1002.png,negative,natural_photograph,,,,True,,0.001310548537203269
ml\outputs\calibration\sets\natural_photograph\photo_1003.png,negative,natural_photograph,,,,True,,7.915160359296925e-06
ml\outputs\calibration\sets\natural_photograph\photo_1004.png,negative,natural_photograph,,,,True,,0.0076598978100328894
ml\outputs\calibration\sets\natural_photograph\photo_1005.png,negative,natural_photograph,,,,True,,3.2029786547781104e-09
ml\outputs\calibration\sets\natural_photograph\photo_1006.png,negative,natural_photograph,,,,True,,1.4230837637583398e-06
ml\outputs\calibration\sets\natural_photograph\photo_1008.png,negative,natural_photograph,,,,True,,0.00027572802199677467
ml\outputs\calibration\sets\natural_photograph\photo_1009.png,negative,natural_photograph,,,,True,,8.885948098241714e-08
ml\outputs\calibration\sets\natural_photograph\photo_1010.png,negative,natural_photograph,,,,True,,5.079534842629446e-06
ml\outputs\calibration\sets\natural_photograph\photo_1011.png,negative,natural_photograph,,,,True,,3.2099506434827503e-07
ml\outputs\calibration\sets\natural_photograph\photo_1012.png,negative,natural_photograph,,,,True,,2.8742052770049337e-05
ml\outputs\calibration\sets\natural_photograph\photo_1013.png,negative,natural_photograph,,,,True,,8.257287490036752e-06
ml\outputs\calibration\sets\natural_photograph\photo_1014.png,negative,natural_photograph,,,,True,,1.2410435445789911e-05
ml\outputs\calibration\sets\natural_photograph\photo_1015.png,negative,natural_photograph,,,,True,,0.011711556258904767
ml\outputs\calibration\sets\natural_photograph\photo_1016.png,negative,natural_photograph,,,,True,,3.664164834482452e-05
ml\outputs\calibration\sets\natural_photograph\photo_1018.png,negative,natural_photograph,,,,True,,0.00012528474686964114
ml\outputs\calibration\sets\natural_photograph\photo_1019.png,negative,natural_photograph,,,,True,,0.0009692446896718009
ml\outputs\calibration\sets\natural_photograph\photo_1020.png,negative,natural_photograph,,,,True,,5.761424127844859e-06
ml\outputs\calibration\sets\natural_photograph\photo_1021.png,negative,natural_photograph,,,,True,,0.0004877912843916232
ml\outputs\calibration\sets\natural_photograph\photo_1022.png,negative,natural_photograph,,,,True,,0.0006277482276217726
ml\outputs\calibration\sets\natural_photograph\photo_1023.png,negative,natural_photograph,,,,True,,0.008408790330557341
ml\outputs\calibration\sets\natural_photograph\photo_1024.png,negative,natural_photograph,,,,True,,0.00017981543779977134
ml\outputs\calibration\sets\natural_photograph\photo_1025.png,negative,natural_photograph,,,,True,,8.589301551761268e-08
ml\outputs\calibration\sets\natural_photograph\photo_1026.png,negative,natural_photograph,,,,True,,0.011606209897889106
ml\outputs\calibration\sets\natural_photograph\photo_1027.png,negative,natural_photograph,,,,True,,3.900204138628384e-09
ml\outputs\calibration\sets\natural_photograph\photo_1028.png,negative,natural_photograph,,,,True,,0.0025071054254741385
ml\outputs\calibration\sets\natural_photograph\photo_1029.png,negative,natural_photograph,,,,True,,1.3310667426414227e-05
ml\outputs\calibration\sets\natural_photograph\photo_1031.png,negative,natural_photograph,,,,True,,4.568448488434733e-08
ml\outputs\calibration\sets\natural_photograph\photo_1032.png,negative,natural_photograph,,,,True,,0.011041223415712662
ml\outputs\calibration\sets\natural_photograph\photo_1033.png,negative,natural_photograph,,,,True,,0.0002486282925601271
ml\outputs\calibration\sets\natural_photograph\photo_1035.png,negative,natural_photograph,,,,True,,0.0004641934339864971
ml\outputs\calibration\sets\natural_photograph\photo_1036.png,negative,natural_photograph,,,,True,,0.0004642564451399784
ml\outputs\calibration\sets\natural_photograph\photo_1037.png,negative,natural_photograph,,,,True,,7.624783576498771e-05
ml\outputs\calibration\sets\natural_photograph\photo_1038.png,negative,natural_photograph,,,,True,,0.09441796667368438
ml\outputs\calibration\sets\natural_photograph\photo_1039.png,negative,natural_photograph,,,,True,,0.0006386001018907477
ml\outputs\calibration\sets\natural_photograph\photo_1040.png,negative,natural_photograph,,,,True,,1.5610481029723135e-06
ml\outputs\calibration\sets\natural_photograph\photo_1041.png,negative,natural_photograph,,,,True,,0.0023959347760435165
ml\outputs\calibration\sets\natural_photograph\photo_1042.png,negative,natural_photograph,,,,True,,0.017657564375555667
ml\outputs\calibration\sets\natural_photograph\photo_1043.png,negative,natural_photograph,,,,True,,2.7866762484427553e-06
ml\outputs\calibration\sets\natural_photograph\photo_1044.png,negative,natural_photograph,,,,True,,0.00041743075613516126
ml\outputs\calibration\sets\natural_photograph\photo_1045.png,negative,natural_photograph,,,,True,,0.009440947965833656
ml\outputs\calibration\sets\natural_photograph\photo_1047.png,negative,natural_photograph,,,,True,,1.0418900502303998e-06
ml\outputs\calibration\sets\natural_photograph\photo_1048.png,negative,natural_photograph,,,,True,,0.00011081979522181205
ml\outputs\calibration\sets\natural_photograph\photo_1049.png,negative,natural_photograph,,,,True,,2.3044127042980296e-06
ml\outputs\calibration\sets\natural_photograph\photo_1050.png,negative,natural_photograph,,,,True,,0.0011352188237810097
ml\outputs\calibration\sets\natural_photograph\photo_1051.png,negative,natural_photograph,,,,True,,0.00021935932118611072
ml\outputs\calibration\sets\natural_photograph\photo_1052.png,negative,natural_photograph,,,,True,,3.1796045438111456e-07
ml\outputs\calibration\sets\natural_photograph\photo_1053.png,negative,natural_photograph,,,,True,,0.0010273478965969825
ml\outputs\calibration\sets\natural_photograph\photo_1054.png,negative,natural_photograph,,,,True,,6.327122999460775e-06
ml\outputs\calibration\sets\natural_photograph\photo_1055.png,negative,natural_photograph,,,,True,,4.012451456458733e-05
ml\outputs\calibration\sets\natural_photograph\photo_1056.png,negative,natural_photograph,,,,True,,0.012795417646240596
ml\outputs\calibration\sets\natural_photograph\photo_1057.png,negative,natural_photograph,,,,True,,0.00024935431876035104
ml\outputs\calibration\sets\natural_photograph\photo_1058.png,negative,natural_photograph,,,,True,,1.0058431213292833e-05
ml\outputs\calibration\sets\natural_photograph\photo_1059.png,negative,natural_photograph,,,,True,,4.834427128596364e-08
ml\outputs\calibration\sets\natural_photograph\photo_1060.png,negative,natural_photograph,,,,True,,4.00537652377514e-05
ml\outputs\calibration\sets\natural_photograph\photo_1061.png,negative,natural_photograph,,,,True,,0.0016440089342073614
ml\outputs\calibration\sets\natural_photograph\photo_1062.png,negative,natural_photograph,,,,True,,2.7802287936402097e-05
ml\outputs\calibration\sets\natural_photograph\photo_1063.png,negative,natural_photograph,,,,True,,4.495979148146907e-05
ml\outputs\calibration\sets\natural_photograph\photo_1064.png,negative,natural_photograph,,,,True,,0.020255348717728095
ml\outputs\calibration\sets\scanned_document\report_page_00.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_01.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_02.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_03.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_04.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_05.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_06.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_07.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_08.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_09.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_10.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_11.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_12.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_13.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_14.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_15.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_16.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_17.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_18.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
ml\outputs\calibration\sets\scanned_document\report_page_19.png,negative,scanned_document,,,,False,FILE_TOO_SMALL,
